"number","title","pageid","namespace","length","touched","Wikidata"
"3302","Надія_Подороська","4008856","","10184","20250526201248","Q16496064"
"3303","Ванденко_Андрій_Євгенович","4013357","","15103","20231015084942","Q24351133"
"3304","Барсуков_Степан_Данилович","4018376","","8940","20250225062355","Q100532001"
"3305","Ейдельман_Натан_Якович","4019041","","9678","20240620015113","Q4529999"
"3306","Єнін_(значення)","4019794","","2454","20240324184243","Q1686851"
"3307","Софія_Перич","4020883","","2667","20210412031404","Q65203059"
"3308","Кльосов","4021159","","603","20201022091446","Q21179860"
"3309","Астанавітєсь!","4022256","","8413","20250219142217","Q108798496"
"3310","Ребенок_Павло_Олексійович","4024651","","7725","20230708185637","Q99513553"
"3311","Джаспер_(Альберта)","4027768","","19385","20240831192821","Q999429"
"3312","Похил_Павло_Федорович","4028589","","5094","20231017162536","Q51670502"
"3313","Вулиця_Ігоря_Сікорського_(Сонячне)","4030301","","3369","20220406193207","Q115037910"
"3314","Макс_Кілман","4035760","","15452","20250215224232","Q64028217"
"3315","Мирон","4035850","","8909","20250405023215","Q18607970"
"3316","Безіл_Дмитришин","4036957","","16811","20240620081019","Q85859708"
"3317","Шапинець","4037103","","2779","20231009121839","Q3391649"
"3318","Антонюк_Михайло_Якович","4042706","","35095","20250503202101","Q25511057"
"3319","Богачевський_Юрій_Володимирович","4043141","","4375","20240324063002","Q109337071"
"3320","Бесараб","4043206","","1677","20230424161131","Q109444982"
"3321","Пасічник_Сергій_Іванович","4047062","","6032","20201122130452","Q95206811"
"3322","Список_українських_мисткинь","4049588","","8110","20240726011959","Q24455679"
"3323","Роберту_Мінчук","4054136","","3478","20230917011827","Q7224878"
"3324","Іна_Бурська","4063493","","10522","20221101175546","Q54932074"
"3325","Волкова_Олена_Андріївна","4063536","","15200","20231008195024","Q3050735"
"3326","Концевич_Максим_Прохорович","4064656","","1993","20240912112006","Q15207030"
"3327","Ракель_Ліберман","4066105","","15351","20240407105540","Q1471820"
"3328","Лісунов","4067651","","830","20201210173000","Q104096311"
"3329","Попов_Євген_Георгійович","4071901","","22924","20250421100255","Q18634850"
"3330","Анастасія_Палащук","4072026","","13301","20241203102906","Q4768021"
"3331","Солтан_(значення)","4072321","","2092","20201216142124","Q2299372"
"3332","ЮКІ_(фільм,_2020)","4073555","","26355","20231009120057","Q104723735"
"3333","Лео_Міркін","4075367","","6088","20220624132546","Q3270530"
"3334","Підводний_живопис","4077001","","5705","20250120121153","Q3374382"
"3335","1997_в_Україні","4077611","","91358","20250113033246","Q52186247"
"3336","Волохи_(шатровики)","4082338","","7989","20250302053655","Q4113619"
"3337","Список_померлих_2021_року","4085217","","770799","20250523102943","Q104214723"
"3338","Гаврюк_Євген_Юрійович","4087315","","13199","20240418232458","Q8053119"
"3339","Господар_Вадим_Іванович","4088732","","15927","20250219094929","Q11488298"
"3340","Дюжиков_Павло_Миколайович","4088740","","1679","20220406171305","Q15066196"
"3341","Кожемякін_Олег_Андрійович","4090543","","8616","20220331012950","Q18171064"
"3342","Малай_Андрій_Володимирович","4091728","","10484","20230216192818","Q4276508"
"3343","Іґнацій_Ледуховський","4091796","","7139","20241014105148","Q265121"
"3344","Орлов_Юрій_Дмитрович","4091940","","7172","20210109185811","Q23071797"
"3345","1972_в_Українській_РСР","4091951","","87794","20250113033046","Q116870861"
"3346","Сармонт_Валерій_Миколайович","4092446","","6984","20210110143734","Q20982790"
"3347","Стефанович_Ілля_Олександрович","4093083","","7424","20230825054039","Q19973704"
"3348","Цаплюк_Ігор_Юрійович","4093271","","8283","20241119052728","Q15061550"
"3349","Колосков","4095563","","2077","20240511062155","Q4228507"
"3350","Маркел_Лаврівський","4096077","","13969","20250226211115","Q104830134"
"3351","2022_в_Україні","4096510","","182060","20250224015450","Q110297910"
"3352","Вільгорський_Матвій_Юрійович","4101118","","3432","20240912111756","Q4110816"
"3353","Волтер_Грецкі","4101524","","18249","20250407232229","Q7965007"
"3354","Дмитрієнко_Альона_Володимирівна","4101606","","6447","20250125175233","Q70252262"
"3355","Фельдман_Володимир_Ісаакович","4101830","","4891","20220421092321","Q7938324"
"3356","Пилипенко_Валентина_Григорівна","4102182","","5245","20250125224454","Q70252298"
"3357","Григорій_Малиновський","4103164","","8536","20250214233354","Q105062023"
"3358","Поліщук_Афанасій_Лукич","4106517","","14383","20241105155831","Q11684554"
"3359","Марк_Стерлінг","4108838","","7868","20220805114434","Q676617"
"3360","Ковальчук_Юрій_Валентинович","4109562","","26224","20250517111945","Q4225547"
"3361","Вах_(прізвище)","4109637","","514","20210131091625","Q14308148"
"3362","Биков_Роман_Олександрович","4110379","","8904","20220529115321","Q7361610"
"3363","Тося_Маламуд","4110403","","21861","20250108070825","Q6151063"
"3364","Rosamonte","4110682","","22034","20250406121711","Q9322755"
"3365","Теодор_Гуменюк","4111141","","9013","20250526140057","Q109337822"
"3366","Саратський_Олександр_Наумович","4111796","","44195","20250211001242","Q105227799"
"3367","Філіппов_Дмитро_Юрійович","4112250","","10366","20240322130552","Q15303848"
"3368","Буцко_Юрій_Маркович","4112763","","11569","20220530223758","Q4100589"
"3369","Людвик_Сембратович","4114275","","9652","20240610123020","Q30230637"
"3370","Матіяшек_Лідія_Миколаївна","4115780","","12861","20240730114958","Q105898455"
"3371","Пилишенко_Володимир_Васильович","4117156","","12115","20240817165157","Q109264518"
"3372","Белічко","4118288","","693","20230817075633","Q109445106"
"3373","Drahoman_Prize","4123103","","23882","20241217143624","Q105548853"
"3374","Михайло_Курилович","4124487","","7509","20250226213629","Q29549519"
"3375","Сергій_Андреєв","4141689","","1091","20230714044437","Q4065527"
"3376","Даян_Фостер","4141802","","37012","20241025204749","Q3026286"
"3377","Авдонченко_Наталія_Михайлівна","4142350","","20513","20240617232948","Q105882019"
"3378","Нагрудний_знак_«За_заслуги_перед_кримськотатарським_народом»","4142658","","36255","20250215005937","Q124757778"
"3379","Бердяєва_Лідія_Юдифівна","4143444","","16445","20240619201122","Q6359877"
"3380","Джон_Стойко","4144653","","25753","20240409144039","Q109338090"
"3381","Андрейчик","4145591","","539","20210315102024","Q109445165"
"3382","Волянська_Лілея_Олегівна","4148840","","6079","20240204055047","Q106037192"
"3383","Волянська_Богдана_Олегівна","4149391","","4433","20230414060305","Q106071343"
"3384","Бетті_Парсонс","4150041","","22166","20250521022220","Q435791"
"3385","Лаппо","4150507","","1334","20220608133833","Q11874698"
"3386","Серебрякова_Катерина_Борисівна","4152572","","7174","20250125234753","Q2425183"
"3387","Недашковський","4154479","","1526","20220319202446","Q21127754"
"3388","Богданець_Валерій_Володимирович","4157635","","13095","20240104201158","Q20676033"
"3389","Бондар_Віталій_Миколайович","4157674","","7539","20220715020721","Q84725433"
"3390","Шимон_Федоронько","4161993","","26712","20250321132016","Q9352629"
"3391","Леон_Цукерт","4166603","","8395","20241013120223","Q6538258"
"3392","Марченко_Всеволод_Михайлович","4166988","","13646","20230118091201","Q62713602"
"3393","Павлов_Микола_Володимирович","4172434","","19425","20250125223214","Q4502714"
"3394","Галушко_Наталія_Григорівна","4174008","","1013","20240902194842","Q1254996"
"3395","Євдокимова_Леся_Анатоліївна","4174024","","1536","20230408065941","Q1573650"
"3396","Кубрак_Євген_Вікторович","4177911","","17024","20250510063348","Q109338310"
"3397","Нечипоренко_Олександр_Захарович","4180905","","8582","20220319221055","Q4318315"
"3398","Аналіз_сечі_за_Нечипоренком","4181303","","7402","20250408203654","Q4064737"
"3399","Берник_Олександр","4191933","","1533","20211217042437","Q106527431"
"3400","Максимів_Мирон","4192356","","4708","20210418143755","Q106536148"
"3401","Стависький","4192642","","645","20210504174514","Q4438915"
"3402","Оксана_Підсуха","4196740","","17905","20250408140251","Q109338351"
"3403","Бидловський_Давид_Васильович","4203059","","7354","20231129081209","Q96996285"
"3404","Садиба_по_вулиці_Богдана_Хмельницького,_72","4209233","","22259","20230130183555","Q106642441"
"3405","Вишниченко_Валерій_Георгійович","4211615","","7086","20231203150442","Q12537585"
"3406","Бернард_Менінський","4213217","","6785","20241205164329","Q4290523"
"3407","Ярослав_Дмитрієв","4213514","","10822","20240406063134","Q16298027"
"3408","2025_у_театрі","4215893","","155309","20250528193526","Q115353476"
"3409","Сокирка_(значення)","4217032","","850","20250413194201","Q109446664"
"3410","Українці_у_Кракові","4218248","","289568","20250317211323","Q128605103"
"3411","Станіслав_Принс","4218944","","14888","20230311161543","Q33091"
"3412","Литвяк","4219980","","1458","20240929122554","Q109446333"
"3413","Кеннеді_(прізвище)","4220613","","13114","20250415161128","Q120401"
"3414","Науково-консультативний_комітет_президента_(США)","4222256","","12214","20240427105957","Q7241184"
"3415","Диканський_Микола_Сергійович","4222938","","11827","20220614231117","Q4161448"
"3416","Студзинський_Олександр_Генадійович","4223503","","16443","20250126001825","Q4444559"
"3417","Студзинський","4223516","","691","20210517062848","Q109445237"
"3418","Сушій_Володимир_Іванович","4223568","","8421","20220401075323","Q7938664"
"3419","Кокі_(значення)","4228900","","1896","20210520181113","Q109446677"
"3420","Алея_слави_Канади","4253038","","28492","20250225060817","Q857933"
"3421","Геня_Кузен","4254746","","7022","20250214222442","Q107089622"
"3422","Тупа_Підкова_(герб)","4259367","","9319","20231113193606","Q4467313"
"3423","Томаш_Суслов","4259997","","13206","20250414084515","Q86009905"
"3424","Мейр_з_Істтауна","4266267","","21227","20241029181616","Q61040213"
"3425","Барсукова_Ганна_Віталіївна","4266723","","33987","20250125145047","Q93506201"
"3426","Дарія_Семеген","4267078","","4965","20240731093553","Q5222690"
"3427","Саміт_Росія_—_США_(2021)","4267487","","39057","20240320180153","Q107101128"
"3428","Урбанік_(значення)","4269890","","463","20210620174358","Q26492715"
"3429","Гончарук_Марія_Юріївна","4270598","","7214","20250226143813","Q104214247"
"3430","Карл_Вендлінґ_(піаніст)","4271727","","3431","20220326173250","Q1733351"
"3431","Веприк_Олександр_Мойсейович","4271757","","6618","20240731125832","Q2576459"
"3432","Зінь","4275448","","449","20210629185534","Q109445272"
"3433","Кузьо","4275569","","1680","20240207072113","Q109445274"
"3434","1998_в_Україні","4277578","","102219","20250528141127","Q17508068"
"3435","Герман_Бідолах","4280466","","8548","20250125150729","Q28522183"
"3436","Евер_Андерсон","4284673","","4698","20250129180416","Q23011121"
"3437","Юрі_Кісіл","4285496","","6909","20240901114542","Q20744921"
"3438","Список_українських_спортсменів_—_учасників_Олімпійських_ігор_2020","4288574","","112059","20250319134643","Q125354597"
"3439","Неборак_Олександр_Андрійович","4289030","","6800","20240221141917","Q4315562"
"3440","Гривнин_Володимир_Сергійович","4299418","","6766","20230425144940","Q4148997"
"3441","Крістен_Кіт","4301850","","7473","20250411051414","Q47142618"
"3442","Пилишенко","4306995","","889","20210801213357","Q109445300"
"3443","Зоя_Скоропаденко","4310060","","44641","20250301065303","Q29047269"
"3444","Похил_(прізвище)","4312959","","1005","20210812061523","Q109446821"
"3445","Танасчішин_Трохим_Іванович","4313634","","6350","20250211115746","Q16704520"
"3446","Район_імені_Поліни_Осипенко","4316223","","5455","20230320013253","Q826667"
"3447","Ничипоренко_Анастасія","4318324","","2918","20250412092728","Q16211184"
"3448","Київський_саміт_перших_леді_та_джентльменів","4319707","","18900","20250512071513","Q108568617"
"3449","Святослав_Сулима-Стравинський","4324310","","6157","20240731113147","Q679092"
"3450","Шейко_Микола_Михайлович","4326245","","9710","20230909140324","Q15061159"
"3451","Длябога_Павло","4328622","","5060","20220219055842","Q108425529"
"3452","Трейсі_Лордс","4329209","","78749","20250316112335","Q233118"
"3453","Емма_Радукану","4332374","","37031","20250412161745","Q64849968"
"3454","Яворський_Микола_Петрович","4336981","","14226","20230328174709","Q15060809"
"3455","Якубув_Андрій_Євгенійович","4338141","","14127","20250412082803","Q109338986"
"3456","Ярема_Венгринович","4340561","","6457","20250311134823","Q108619934"
"3457","Чакрабон","4340732","","573","20210921050840","Q109446394"
"3458","Берч","4340801","","1378","20220715005014","Q14947702"
"3459","Ерік_Еверхард","4341917","","11215","20231210161755","Q1288823"
"3460","2021_у_Тернопільській_області","4342146","","15053","20240531151317","Q109264774"
"3461","Сухомлин_Олександр_Васильович","4342194","","8609","20250113212416","Q4447327"
"3462","Нік_Карась_(письменник)","4345195","","4664","20250326071701","Q124754996"
"3463","Андерс_(прізвище)","4348201","","5319","20250223053829","Q1441427"
"3464","Лебедєва_Марія_Захарівна","4348763","","6733","20211206052441","Q109447329"
"3465","Александр_Пабла","4348764","","19024","20250227151333","Q109080915"
"3466","Таратула-Богун_Олена_Романівна","4348804","","10612","20250127203453","Q109339039"
"3467","1971_рік_у_науковій_фантастиці","4348968","","92319","20250414090356","Q16023688"
"3468","Климченко_Костянтин_Михайлович","4350225","","3540","20211211120305","Q4223829"
"3469","Луценко_Валентин_Михайлович","4355197","","11788","20250411114512","Q124755001"
"3470","Мегре","4355483","","1397","20220423070721","Q398137"
"3471","Епідемія_чуми_в_Російській_імперії_у_1770—1772_роках","4355747","","27648","20230808170229","Q7382249"
"3472","Потоцький_Роман-Антоній","4356445","","8636","20250119144657","Q28951950"
"3473","Квятковскі","4357533","","1114","20211021050608","Q4218765"
"3474","Дача_«Омюр»","4358015","","27572","20240821085232","Q64831577"
"3475","Vogue_Ukraine","4358476","","25618","20241202200026","Q85813437"
"3476","Раст_(фільм)","4358842","","12448","20250117061639","Q109051190"
"3477","Лев_Парнас","4359199","","13505","20231008113634","Q70757757"
"3478","Анджей_Лічик","4359834","","3936","20220524003810","Q4264399"
"3479","Мікутіна_Ольга_Романівна","4361613","","7226","20230924171318","Q56395400"
"3480","Slau","4363967","","7071","20241129040816","Q11807877"
"3481","Список_англійських_слів_українського_походження","4364506","","13506","20250525044320","Q6570212"
"3482","Будинок_чоловічої_гімназії_(Рівне)","4368622","","48868","20250407110727","Q111599653"
"3483","Славова_Оксана_Дмитрівна","4371022","","3981","20250207121335","Q90429467"
"3484","Ілля_Король","4371903","","3540","20241208170729","Q1658470"
"3485","Паперові_солдати","4371909","","17738","20241126002358","Q116944239"
"3486","Андрес","4372125","","5916","20211110122821","Q4065906"
"3487","Українські_добровольці_у_франкістській_армії","4373728","","8942","20241113213521","Q134280389"
"3488","Тетяна_Логвін","4374534","","13525","20231009064541","Q273931"
"3489","Малколм_Сарджент","4383920","","8360","20220316195750","Q731292"
"3490","Вісниківці","4391393","","46510","20250514122455","Q132777973"
"3491","Тарас_Ліскевич","4399251","","4747","20241025143601","Q7704689"
"3492","Провулок_Кравцова","4399501","","14327","20240909140801","Q110098380"
"3493","Миколай_Куницький","4402149","","20177","20250322222428","Q11780817"
"3494","Вальшонок_Зиновій_Михайлович","4405017","","6623","20220602102444","Q4103125"
"3495","Достровський","4406461","","588","20211221090649","Q131833538"
"3496","Українці_в_Колумбії","4407142","","3059","20250111045911","Q110232323"
"3497","Список_померлих_2022_року","4425687","","638533","20250509133033","Q107528356"
"3498","Накамулі_Віра_Євгенівна","4425749","","10400","20220630015754","Q124755108"
"3499","Якубець_Максим_Вікторович","4427637","","13698","20250211092934","Q96748396"
"3500","Річард_Еллманн","4430591","","5647","20240721195813","Q1233576"
"3501","Українське_товариство_Університету_Валенсії","4433361","","32409","20250527150748","Q26188191"
"3502","Сімачов_Микола_Миколайович","4437132","","10425","20240420122339","Q21149246"
"3503","Чернявський_Олег_Дмитрович","4439156","","8792","20231130072238","Q4714409"
"3504","Ващенко-Захарченко_Михайло_Михайлович","4439189","","7051","20220120105512","Q21091982"
"3505","Теодор_(ім'я)","4439260","","7630","20250322215235","Q4454878"
"3506","Ксана_Сергієнко","4441363","","33474","20250128103352","Q105637378"
"3507","Савицький_Ігор_Віталійович","4443664","","7444","20240120214959","Q370675"
"3508","Давид_Відгоф","4444229","","7329","20230508111322","Q1177161"
"3509","Пам'ятник_Антону_Чехову_(Томськ)","4446889","","10619","20221105123948","Q4343408"
"3510","Місіс_Гарріс_їде_до_Парижу_(фільм,_1992)","4449404","","6164","20250124162206","Q3535615"
"3511","Железняк_Олеся_Володимирівна","4449909","","23713","20250125182354","Q13218020"
"3512","Башкирцева_(кратер)","4450960","","1334","20231125154700","Q15299959"
"3513","Богдан_Ващук","4454383","","16137","20250125155136","Q42269305"
"3514","Мірошниченко_Ігор_Володимирович","4455477","","9934","20250125214350","Q4296260"
"3515","Вольвач_Василь_Васильович","4457052","","10957","20240623210129","Q124755196"
"3516","Ляскало_Микола_Петрович","4457857","","7232","20220413200427","Q47088452"
"3517","Колпаченко_Олександр_Миколайович","4457885","","13051","20250125163348","Q4228662"
"3518","Карпенко_Олександр_Миколайович","4457895","","27576","20240127085608","Q4215673"
"3519","Задніпряний_Василь_Васильович","4457930","","20185","20250125183434","Q56090344"
"3520","Колесса_Христина_Олександрівна","4461937","","4671","20240518133559","Q2967443"
"3521","Паньків_Володимир","4463046","","3599","20241231170310","Q116975124"
"3522","Михайло_Данилишин","4464350","","28894","20250524062910","Q111015639"
"3523","Епідемія_чуми_в_Києві_у_1770-1771_роках","4469182","","16694","20240126213733","Q111036496"
"3524","Воєнні_злочини_під_час_російсько-української_війни","4469554","","208171","20250524093955","Q111018958"
"3525","Концерт_Кобзона_(мем)","4469740","","16177","20250331104504","Q112282896"
"3526","Інтернаціональний_легіон_територіальної_оборони_України","4469918","","92258","20250512113339","Q111026001"
"3527","Міграційна_криза_внаслідок_російсько-української_війни_(з_2022_року)","4470050","","107376","20250412222114","Q111030832"
"3528","Костіна_Ганна_Вадимівна","4475884","","6620","20220512194441","Q26255464"
"3529","Недільський","4476073","","1160","20230223113615","Q112077685"
"3530","Мельник_Володимир_Юрійович","4476694","","5453","20220420225433","Q16467755"
"3531","Залозний","4476867","","533","20220312065832","Q24955495"
"3532","Юліян_Криницький","4477038","","9673","20250324112640","Q3811096"
"3533","Богін_Михайло_Синайович","4478327","","7248","20230409233935","Q4089486"
"3534","Овсяннікова_Марина_Володимирівна","4479425","","24606","20250321143403","Q111239656"
"3535","Капніст_Василь_Олексійович","4480139","","19820","20250309101906","Q35948926"
"3536","Список_міжнародної_допомоги_Україні_(з_2014)","4480543","","327923","20250215201547","Q27243064"
"3537","Кульчицький_Валентин_Михайлович","4483569","","11290","20250315184528","Q30609689"
"3538","Зоя_Черкаська-Ннаді","4484063","","48857","20250309205638","Q18038654"
"3539","Мосієнко","4494743","","1034","20250412060825","Q1734567"
"3540","Винар_Богдан_Степан_Іванович","4503266","","34169","20250407151914","Q31791189"
"3541","Гаврилов_Анатолій_Миколайович","4505353","","10794","20250321210902","Q4131152"
"3542","Покровський_Максим_Сергійович","4509866","","22767","20250211202808","Q4369318"
"3543","2014_у_Миколаєві","4510915","","38733","20230809110520","Q117848681"
"3544","Роуз_Шлоссберг","4517956","","12429","20250126015332","Q21012764"
"3545","Тетяна_Шлоссберг","4517966","","9490","20241114231236","Q21012765"
"3546","Наомі_Блейк","4517984","","10276","20240802013605","Q6964622"
"3547","Джессіка_Дерещук","4518373","","5047","20230924164234","Q6187165"
"3548","Радіна_Рене_Юхимівна","4521083","","11320","20240208142535","Q15088555"
"3549","Радіна","4521248","","729","20240208143709","Q85865231"
"3550","United24","4521499","","51148","20250407125950","Q111841082"
"3551","Елена_Раффалович","4523372","","8889","20241228040922","Q3721488"
"3552","Вулиця_Кокорудза","4523963","","16840","20250424153258","Q116813047"
"3553","Лялицька_Софія_Дмитрівна","4524195","","18263","20241122162857","Q124755279"
"3554","Янпольська_Фанні_Йосипівна","4524369","","21745","20240706002936","Q124755281"
"3555","Ошуркова_Єлизавета_Василівна","4527355","","4586","20240724190729","Q16226922"
"3556","Говіркий_Том_і_друзі_(мультсеріал)","4528343","","52932","20250425185620","Q26186385"
"3557","Мариковський","4528804","","507","20220514073652","Q97661977"
"3558","Діна_Літовська","4533481","","7217","20230924163435","Q20684605"
"3559","Хронологія_російського_вторгнення_в_Україну_(квітень_2022)","4535838","","103284","20250327225402","Q112114986"
"3560","Канадсько-український_дозвіл_на_екстрені_поїздки","4535967","","10380","20250129183358","Q122936395"
"3561","Шелест_Тарас_Анатолійович","4542710","","7104","20230917032122","Q4522617"
"3562","Джанет_Собель","4546027","","18464","20250331055950","Q6153610"
"3563","1993_у_Миколаєві","4547080","","13754","20231108151857","Q117848703"
"3564","Контіні","4550699","","920","20220610055906","Q926491"
"3565","Осипенківський_мікрорайон_(Запоріжжя)","4554160","","17837","20241217200915","Q112571412"
"3566","Тімко","4556585","","785","20220618224157","Q16518621"
"3567","Безрук_Семен_Федорович","4559378","","8498","20241123194919","Q109488283"
"3568","Список_померлих_від_COVID-19_у_світі_(квітень_—_червень_2020)","4561797","","385597","20250518083127","Q116786020"
"3569","Лученко","4562936","","523","20220624133431","Q118109122"
"3570","Euromaidan_Press","4563312","","15306","20221114172408","Q60785659"
"3571","Старчевський","4563493","","850","20220625085439","Q2332632"
"3572","Кейл_Макар","4565842","","4809","20250414161550","Q29342308"
"3573","Єремія_(Ференс)","4566401","","11851","20240615181348","Q18817025"
"3574","Тонне","4567571","","1275","20220630092809","Q1171870"
"3575","Ренді_Бахман","4569928","","45943","20240425041532","Q1972182"
"3576","Карас_Оксана_Михайлівна","4572271","","19980","20250309102024","Q58002138"
"3577","Гаврюк","4579473","","555","20220711164236","Q117955740"
"3578","Костянтин_Дубровін","4585926","","2933","20240709181805","Q6429908"
"3579","1987_у_Миколаєві","4587464","","15444","20230809110526","Q117848708"
"3580","День_етнографа","4597606","","5270","20230310101028","Q4158501"
"3581","Онуфрієнко_Михайло_Борисович","4601088","","9041","20250210073122","Q113227771"
"3582","Вулиця_Ореста_Субтельного","4602916","","3046","20240319205058","Q116295111"
"3583","Купер_(прізвище)","4603454","","14789","20241110195111","Q1794217"
"3584","1980_у_Миколаєві","4606089","","20852","20240404151221","Q117848716"
"3585","1979_у_Миколаєві","4608818","","16246","20240302044705","Q117848717"
"3586","Однопьоров_Олександр_Володимирович","4610363","","7314","20240504002430","Q112261840"
"3587","Степанов_Олег_Миколайович_(футболіст)","4611183","","7703","20220727033846","Q97663903"
"3588","Володимир_Бобинець","4611826","","2789","20231212210351","Q113302630"
"3589","Перовський_Микола_Іванович","4612649","","7492","20220729130908","Q3341597"
"3590","Скоропад_Іван_Володимирович","4612678","","16175","20230327083439","Q124755459"
"3591","Хлусевич_Данило_Андрійович","4612813","","18459","20241020103339","Q56809150"
"3592","Вулиця_Квітки_Цісик_(Тернопіль)","4616099","","2710","20230226005350","Q125353687"
"3593","Достоєвська_Ганна_Григорівна","4617333","","21611","20250407223036","Q872246"
"3594","Волобуєв_Ігор_Михайлович","4618200","","7409","20250103054237","Q113384791"
"3595","Світлана_Демченко","4619042","","2318","20240413062553","Q28479336"
"3596","Гусаков_Єпіфаній_Арсенійович","4621992","","7811","20250124203254","Q115164707"
"3597","1973_в_Українській_РСР","4630799","","91894","20250127194723","Q116870879"
"3598","2023_в_Україні","4632390","","98660","20250202131458","Q115057686"
"3599","1971_у_Миколаєві","4632878","","45167","20240921170451","Q117848725"
"3600","Зеев_(ім'я)","4639549","","5070","20240106134050","Q87768670"
"3601","Мигаль_Данило_Богданович","4640343","","13478","20240429092253","Q113583614"
"3602","Слов'янське_фентезі","4643174","","6598","20240701231650","Q7539366"
"3603","Наталі_Лісинська","4647744","","5079","20230924173420","Q6968200"
"3604","Смирнов_Яків_Іванович_(протоієрей)","4651005","","16101","20240109200602","Q4424787"
"3605","Зарево","4658324","","635","20220907062642","Q4187144"
"3606","1967_у_Миколаєві","4662935","","13881","20220908143906","Q117848729"
"3607","Любарський-Письменний_Євген_Євгенович","4664554","","6849","20250504071018","Q113866153"
"3608","Сара_Александрі","4665235","","3628","20241002032718","Q83880798"
"3609","Тимчасова_англо-радянська_торговельна_угода_(1930)","4666018","","5365","20230408112558","Q111953898"
"3610","Брок_Давидюк","4666164","","2645","20240913130905","Q2925898"
"3611","Александр_Белещенко","4666279","","13948","20241202235510","Q51846327"
"3612","Зайцев_Ігор_Григорович","4667537","","6169","20220912201705","Q4184420"
"3613","Стамбула_Микола_Пантелійович","4667715","","8711","20240729120840","Q21148482"
"3614","Максимчук_Артур_Анатолійович","4668989","","2562","20231121080205","Q111146307"
"3615","Потєєнко_Юрій_Анатолійович","4669761","","13963","20230824101204","Q4374732"
"3616","Віталій_Віталієв","4670179","","21286","20240402003338","Q7936835"
"3617","Романовський_Іван_Павлович","4671076","","26990","20250125232851","Q3156178"
"3618","Соломон_Местель","4671541","","2969","20221012033726","Q7558705"
"3619","Українсько-ліванські_відносини","4676145","","3365","20231030211247","Q64930230"
"3620","Українсько-палестинські_відносини","4676160","","16778","20250525183252","Q110664466"
"3621","Барченко_Дмитро","4686166","","3417","20221104140511","Q124755647"
"3622","Зольднер_Герман_Іванович","4687856","","7294","20230119110512","Q4193728"
"3623","Попов_Єгор_Павлович","4688316","","9708","20230531164209","Q5348233"
"3624","Список_померлих_2006_року","4691192","","19376","20250315191000","Q756672"
"3625","Нікокадо_Авокадо","4691616","","11385","20250504172930","Q105593316"
"3626","Список_померлих_2005_року","4692185","","18035","20241226185125","Q847466"
"3627","Сікорський_Ігор_Олексійович","4693051","","4368","20241113182900","Q124755657"
"3628","Даля_Стасевська","4694470","","6282","20230725200535","Q18421683"
"3629","Маргарита_Бабинець","4697717","","5271","20241220160614","Q106658871"
"3630","Надін_Турчин","4697972","","12404","20231008092740","Q6726335"
"3631","Проценко_Кароліна_Миколаївна","4699378","","3703","20250429110311","Q91313507"
"3632","Воллі_(значення)","4700400","","3561","20250402073956","Q7961916"
"3633","Карен_Кіеффскі","4706604","","5134","20250211163010","Q6369773"
"3634","Богдан_Сироїд","4711969","","36492","20240913010509","Q114905063"
"3635","ДНК_(роман)","4713358","","4041","20240124182144","Q115124274"
"3636","Дора_Хом'як","4714663","","9538","20230707100113","Q115057946"
"3637","Джулія_Девіс","4714947","","15136","20250125160509","Q13471253"
"3638","Дюльгер","4717472","","1616","20230225122259","Q117214005"
"3639","Література_Великого_князівства_Литовського","4721044","","124563","20231120153853","Q4263749"
"3640","Маргарита_Яковенко","4721330","","5017","20250120124828","Q99770829"
"3641","Українсько-папуанські_відносини","4721859","","3530","20231018200355","Q117084351"
"3642","Ольга_Петі","4722755","","12414","20241030185214","Q48554824"
"3643","Світлана_Гнєзділова","4725617","","3364","20230222124112","Q7652458"
"3644","Бетзабет_Аргуелло","4725815","","19617","20250303120659","Q19402421"
"3645","Воєводіна_Оксана_Андріївна","4725820","","13568","20240717213720","Q60463595"
"3646","Нелла_Бєльська","4725826","","5582","20250511134530","Q14526921"
"3647","Глорія_Хом'як_Атаманенко","4726134","","14851","20231206114707","Q111107427"
"3648","Мері_Джон_Баттен","4726714","","3037","20230719090442","Q6779947"
"3649","Кіра_Радинська","4726904","","6994","20241121204752","Q16132912"
"3650","Сарра_Хамді","4726923","","14754","20250116034827","Q29830588"
"3651","Цогт-Очірин_Намуунцецег","4727382","","11942","20240925170807","Q51787776"
"3652","Озоліня_Ліліта_Арвідівна","4727637","","13891","20250125222049","Q4332234"
"3653","Сова_Євгеній_Миколайович","4728392","","15426","20250107071708","Q63183722"
"3654","Бєдний","4729135","","804","20221122134614","Q4080622"
"3655","Еліза_Беґін","4730078","","11736","20241123211737","Q10382157"
"3656","Юлія_Дзерович","4730133","","10707","20241122111645","Q22086204"
"3657","Стася_Євасюк","4730144","","5577","20250125214628","Q113154336"
"3658","Браха_Пелі","4730291","","4763","20250407222501","Q2911672"
"3659","Давид_Демчук","4730336","","6377","20230221164042","Q40251138"
"3660","Джаред_Петренко","4730796","","5456","20231201074432","Q11808011"
"3661","Марк_Ткачук","4730804","","10481","20240901081633","Q4458989"
"3662","Фантастика_України","4731038","","46727","20250512122758","Q111622057"
"3663","Софі_Подольська","4731132","","4390","20250327204547","Q7563053"
"3664","Ірен_Стецик","4732509","","3872","20241201172008","Q3154662"
