PersonName,BirthPlace,Description,WikipediaURL,WikiText,embedding_text,cluster,cluster_prob,x,y,cluster_label
Батирєв Антон Миколайович,Москва,російський та колишній український актор,https://uk.wikipedia.org/wiki/Батирєв_Антон_Миколайович,батирєв антон миколайович російський та колишній український актор антон миколайович батирєв (москва) — російський та колишній український актор. підтримує путінський режим та  війну росії проти україни.,Колишній актор,15,0.6453175274063445,-11.9725895,-4.4628263,15
Ніккі Бенц,Маріуполь,українсько-канадська порноакторка,https://uk.wikipedia.org/wiki/Ніккі_Бенц,"ніккі бенц українсько-канадська порноакторка софія антонова (англ sofia antonova, нар. 11 грудня 1981, маріуполь, урср, відома як ні́ккі бенц (англ. nikki benz) — канадська порноакторка українського походження.",Українсько-канадська порноакторка,16,0.39047514287577445,-4.205518,14.696533,16
Білоущенко Сергій Олександрович,Чаплинка,український академічний веслувальник,https://uk.wikipedia.org/wiki/Білоущенко_Сергій_Олександрович,"білоущенко сергій олександрович український академічний веслувальник сергій олександрович білоущенко (16 вересня 1981, чаплинка) — український академічний веслувальник, призер олімпійських ігор, чемпіонатів світу та європи, заслужений майстер спорту україни з академічного веслування.",Академічний веслувальник,4,1.0,7.0805607,-26.29974,4
Бірюк Дмитро Львович,,український військовослужбовець,https://uk.wikipedia.org/wiki/Бірюк_Дмитро_Львович,"бірюк дмитро львович український військовослужбовець дмитро́ льво́вич бірю́к (1981—2023) — солдат збройних сил україни, учасник російсько-української війни.",Військовослужбовець,0,0.7875245592622045,34.37472,-46.979176,0
Боберський Володимир Семенович,Лопушанка,український військовослужбовець,https://uk.wikipedia.org/wiki/Боберський_Володимир_Семенович,"боберський володимир семенович український військовослужбовець володи́мир семе́нович бобе́рський (24 липня 1981, село лопушанка львівська область — 1 квітня 2022, поблизу м. мар'їнка) — український військовослужбовець збройних сил україни, учасник російсько-української війни.",Військовослужбовець,0,1.0,34.860153,-47.806034,0
Бойченко Геннадій Васильович,,український військовослужбовець,https://uk.wikipedia.org/wiki/Бойченко_Геннадій_Васильович,бойченко геннадій васильович український військовослужбовець геннаді́й васи́льович бо́йченко (нар. 29 березня 1981(19810329) — пом. 18 жовтня 2014) — сержант збройних сил україни.,Військовослужбовець,0,0.9515775796687496,37.53272,-47.28498,0
Бондаренко Володимир Петрович,Київ,український футболіст та футбольний тренер,https://uk.wikipedia.org/wiki/Бондаренко_Володимир_Петрович_(футболіст),"бондаренко володимир петрович український футболіст та футбольний тренер бондаре́нко володи́мир петро́вич (нар. 6 липня 1981, київ) — український футболіст, по завершенні ігрової кар'єри — футбольний тренер.",Футболіст та футбольний тренер,13,1.0,18.639166,-22.777948,13
Боровик Руслан Анатолійович,Кропивня,"український військовослужбовець, молодший сержант Збройних сил України, фотограф, учасник російсько-української війни",https://uk.wikipedia.org/wiki/Боровик_Руслан_Анатолійович,"боровик руслан анатолійович український військовослужбовець, молодший сержант збройних сил україни, фотограф, учасник російсько-української війни русла́н ана́толійович борови́к (позивний — багдад; 19 квітня 1981 — 30 квітня 2022) — український військовослужбовець, молодший сержант, командир відділення 95 одшбр, фотограф, учасник російсько-української війни.",Військовослужбовець молодший сержант Збройних сил України фотограф учасник російсько-української війни,22,0.8623379859314549,23.303593,1.469265,22
Борущак Роман Ігорович,Зимна Вода,український військовослужбовець,https://uk.wikipedia.org/wiki/Борущак_Роман_Ігорович,"борущак роман ігорович український військовослужбовець борущак роман ігорович (21 березня 1981, с. зимна вода — 11 липня 2023, поблизу с. іванівське, донецька область) — український військовик, старший солдат 80-ї одшбр збройних сил україни, учасник російсько-української війни.",Військовослужбовець,0,1.0,36.486805,-48.464134,0
Букет Євген Васильович,Київ,"український письменник, краєзнавець, журналіст, громадський діяч",https://uk.wikipedia.org/wiki/Букет_Євген_Васильович,"букет євген васильович український письменник, краєзнавець, журналіст, громадський діяч євге́н васи́льович бу́кет (нар. 23 жовтня 1981, київ) — український краєзнавець, журналіст і громадський діяч.
голова київського обласного об'єднання «просвіта» імені тараса шевченка, член правління національної спілки краєзнавців україни, член національної спілки журналістів україни, національної спілки письменників україни (2023). лауреат міжнародної...",Письменник краєзнавець журналіст громадський діяч,43,1.0,7.2571077,10.071938,43
Вагнєр Вікторія Олександрівна,Калбатау,"українська лікарка, Народна депутатка України 9-го скликання",https://uk.wikipedia.org/wiki/Вагнєр_Вікторія_Олександрівна,"вагнєр вікторія олександрівна українська лікарка, народна депутатка україни 9-го скликання вікторія олександрівна вагнєр (нар. 21 травня 1981, с. георгіївка, жарминський район, семипалатинська область, республіка казахстан) — український лікар, політик. народний депутат україни 9-го скликання.",Лікарка Народна депутатка України 9-го скликання,6,1.0,28.407671,24.731539,6
Васильченко Олександр Петрович,,український військовослужбовець,https://uk.wikipedia.org/wiki/Васильченко_Олександр_Петрович,"васильченко олександр петрович український військовослужбовець олекса́ндр петро́вич васи́льченко (1981—2023) — старший солдат збройних сил україни, учасник російсько-української війни.",Військовослужбовець,0,1.0,34.44238,-46.445026,0
Вітюк Михайло Миколайович,Конотоп,"український діджей, продюсер електронної музики",https://uk.wikipedia.org/wiki/Вітюк_Михайло_Миколайович,"вітюк михайло миколайович український діджей, продюсер електронної музики михайло миколайович вітюк (н. 28 березня 1981, конотоп) — український діджей та саунд-продюсер, що пише електронну музику в різних стилях. псевдонім «vakula».",Діджей продюсер електронної музики,27,1.0,-2.776482,1.2500578,27
Галасюк Віктор Валерійович,Дніпро,"український економіст, президент Української асоціації Римського клубу",https://uk.wikipedia.org/wiki/Галасюк_Віктор_Валерійович,"галасюк віктор валерійович український економіст, президент української асоціації римського клубу віктор валерійович галасюк (нар. 28 серпня 1981(19810828), дніпро, українська рср, срср) — український економіст та громадський діяч, президент української асоціації римського клубу, член-кореспондент всесвітньої академії науки та мистецтва, доктор економічних наук. засновник young scientists conference (ysc) та член наглядової ради київського міжнародного...",Економіст президент Української асоціації Римського клубу,28,0.5947617186913164,16.802109,9.352498,28
Ганжа Олександр Олександрович,,"український політик, голова Дніпропетровської обласної державної адміністрації",https://uk.wikipedia.org/wiki/Ганжа_Олександр_Олександрович,"ганжа олександр олександрович український політик, голова дніпропетровської обласної державної адміністрації олекса́ндр олекса́ндрович ганжа́ (нар. 5 червня 1981, мирноград) — український політик, голова дніпропетровської обласної державної адміністрації, генерал поліції 3-го рангу",Політик голова Дніпропетровської обласної державної адміністрації,28,1.0,18.65243,9.895828,28
Гасюк Петро Анатолійович,Полтава,"український ортопед-стоматолог, педагог",https://uk.wikipedia.org/wiki/Гасюк_Петро_Анатолійович,"гасюк петро анатолійович український ортопед-стоматолог, педагог. петро анатолійович гасюк (нар. 11 січня 1981, м. полтава, україна) — український ортопед-стоматолог вищої категорії, педагог. доктор медичних наук (2013). доцент (2011), професор (2017), академік української академії наук, завідувач (2013) кафедри ортопедичної стоматології тернопільського державного медичного університету імені і. я. горбачевського.",Ортопед-стоматолог педагог,32,0.6406627779629332,6.0555654,-0.057577558,32
Гвоздик Володимир Богданович,Тернопіль,український військовослужбовець,https://uk.wikipedia.org/wiki/Гвоздик_Володимир_Богданович,"гвоздик володимир богданович український військовослужбовець володимир богданович гвоздик (26 червня 1981, м. тернопіль — 25 грудня 2022, донецька область) — український військовослужбовець, солдат 24 омбр збройних сил україни, учасник російсько-української війни. почесний громадянин міста тернополя (2023, посмертно).",Військовослужбовець,0,1.0,37.513004,-45.488113,0
Герман Денис Вадимович,Дніпро,"український економіст, Народний депутат України 9-го скликання",https://uk.wikipedia.org/wiki/Герман_Денис_Вадимович,"герман денис вадимович український економіст, народний депутат україни 9-го скликання денис вадимович герман (нар. 8 вересня 1981, дніпро) — український економіст, політик. народний депутат україни ix скликання. член комітету верховної ради з питань бюджету, голова підкомітету з питань сучасних інформаційних технологій та інновацій у бюджетному процесі.",Економіст Народний депутат України 9-го скликання,6,1.0,29.154375,23.59993,6
Гнатушок Віталій,,український військовослужбовець,https://uk.wikipedia.org/wiki/Гнатушок_Віталій_Миколайович,"гнатушок віталій український військовослужбовець віталій миколайович гнатушок (15 вересня 1981(19810915), с. новий яр, яворівський район, львівська область — 30 березня 2023, м. бахмут, бахмутський район, донецька область, україна) — солдат збройних сил україни, учасник війни на сході україни.",Військовослужбовець,0,1.0,38.328407,-45.941402,0
Головко Володимир Леонідович,Почапинці,український військовослужбовець,https://uk.wikipedia.org/wiki/Головко_Володимир_Леонідович,"головко володимир леонідович український військовослужбовець володи́мир леоні́дович головко́ (3 липня 1981, с. почапинці, тернопільська область — 9 липня 2022, м. часів яр, донецька область) — український військовослужбовець, солдат збройних сил україни, учасник російсько-української війни. кавалер ордена «за мужність» iii ступеня (2023, посмертно).",Військовослужбовець,0,0.7875245592622045,36.25357,-44.467983,0
Гринь Сергій Михайлович,Київ,український академічний веслувальник,https://uk.wikipedia.org/wiki/Гринь_Сергій_Михайлович,"гринь сергій михайлович український академічний веслувальник сергій михайлович гринь (27 грудня 1981, київ) — український академічний веслувальник, призер олімпійських ігор, чемпіонатів світу та європи.",Академічний веслувальник,4,1.0,7.0367355,-26.635094,4
Гузенко Максим Васильович,Суми,"український громадський діяч, народний депутат України 9-го скликання",https://uk.wikipedia.org/wiki/Гузенко_Максим_Васильович,"гузенко максим васильович український громадський діяч, народний депутат україни 9-го скликання максим васильович гузенко (нар. 8 червня 1981, суми) — український громадський діяч, політик. народний депутат україни 9-го скликання.
член комітету верховної ради з питань аграрної та земельної політики.",Громадський діяч народний депутат України 9-го скликання,6,1.0,28.232798,24.09433,6
Деребченко Андрій Васильович,Краснодарський край,український військовослужбовець,https://uk.wikipedia.org/wiki/Деребченко_Андрій_Васильович,деребченко андрій васильович український військовослужбовець ,Військовослужбовець,0,1.0,35.83954,-45.39971,0
Дідок Сергій Володимирович,Запоріжжя,"український диригент, музикант і педагог",https://uk.wikipedia.org/wiki/Дідок_Сергій_Володимирович,"дідок сергій володимирович український диригент, музикант і педагог ",Диригент музикант і педагог,27,1.0,-2.7193575,-0.14791247,27
Дмитришин Юрій Богданович,Львів,"практикуючий лікар-стоматолог, хірург-імплантолог, громадський активіст, волонтер, учасник Революції гідності, засновник ГО Швидка медична допомога Майдану, співзасновник ініціативи громадських організацій Допомога Армії України, керівник мед",https://uk.wikipedia.org/wiki/Дмитришин_Юрій_Богданович,"дмитришин юрій богданович практикуючий лікар-стоматолог, хірург-імплантолог, громадський активіст, волонтер, учасник революції гідності, засновник го «швидка медична допомога майдану», співзасновник ініціативи громадських організацій «допомога армії україни», керівник мед... ",Практикуючий лікар-стоматолог хірург-імплантолог громадський активіст волонтер учасник Революції гідності засновник ГО Швидка медична допомога Майдану співзасновник ініціативи організацій Армії України керівник мед,39,1.0,16.045916,16.127262,39
Забуранна Леся Валентинівна,Київ,"українська викладачка, науковиця, громадська діячка",https://uk.wikipedia.org/wiki/Забуранна_Леся_Валентинівна,"забуранна леся валентинівна українська викладачка, науковиця, громадська діячка ",Викладачка науковиця громадська діячка,34,1.0,-5.9393845,10.680346,34
Завада Михайло Йосипович,,український військовослужбовець,https://uk.wikipedia.org/wiki/Завада_Михайло_Йосипович,завада михайло йосипович український військовослужбовець ,Військовослужбовець,0,1.0,34.881916,-45.134182,0
Завадський Юрій Романович,Тернопіль,"український поет, видавець, громадський діяч",https://uk.wikipedia.org/wiki/Завадський_Юрій_Романович,"завадський юрій романович український поет, видавець, громадський діяч ",Поет видавець громадський діяч,45,0.9090669109096704,7.3050113,13.919696,45
Іваніків Михайло Васильович,Болотня,український військовослужбовець,https://uk.wikipedia.org/wiki/Іваніків_Михайло_Васильович,"іваніків михайло васильович український військовослужбовець михайло васильович іваніків (11 серпня 1981 — 9 жовтня 2022) — молодший сержант збройних сил україни, учасник російсько-української війни, який загинув під час російського вторгнення в україну. кавалер ордена «за мужність» iii ступеня (2023, посмертно). позивний «гуру».",Військовослужбовець,0,0.8870480971026503,35.54826,-45.510925,0
Ікавчук Володимир Миколайович,Капітанка,український військовослужбовець,https://uk.wikipedia.org/wiki/Ікавчук_Володимир_Миколайович,"ікавчук володимир миколайович український військовослужбовець володи́мир микола́йович ікавчу́к (25 грудня 1981, с. капітанка — 20 січня 2025, хутір косиця, курська область) — молодший сержант збройних сил україни, учасник російсько-української війни. повний кавалер ордена «за мужність».",Військовослужбовець,0,1.0,34.55846,-45.64074,0
Каменюк Олександр Олександрович,,український військовослужбовець,https://uk.wikipedia.org/wiki/Каменюк_Олександр_Олександрович,каменюк олександр олександрович український військовослужбовець ,Військовослужбовець,0,1.0,34.80559,-48.44817,0
Карпа Наталія Семенівна,Добромиль,"українська співачка, ведуча та продюсерка",https://uk.wikipedia.org/wiki/Карпа_Наталія_Семенівна,"карпа наталія семенівна українська співачка, ведуча та продюсерка ",Співачка ведуча та продюсерка,27,1.0,-7.1217613,3.5641232,27
Карпенко Олена Олексіївна,Київ,"українська співачка, композиторка й поетеса",https://uk.wikipedia.org/wiki/Карпенко_Олена_Олексіївна,"карпенко олена олексіївна українська співачка, композиторка й поетеса ",Співачка композиторка й поетеса,27,1.0,-6.302007,3.304781,27
Касіч Костянтин Павлович,,"український військовик, офіцер ЗСУ",https://uk.wikipedia.org/wiki/Касіч_Костянтин_Павлович,"касіч костянтин павлович український військовик, офіцер зсу ",Військовик офіцер ЗСУ,23,0.972037525960221,16.775757,2.4917743,23
Кім Віталій Олександрович,Миколаїв,український політик та підприємець,https://uk.wikipedia.org/wiki/Кім_Віталій_Олександрович,кім віталій олександрович український політик та підприємець ,Політик та підприємець,35,1.0,10.92107,8.201375,35
Кічура Леся Володимирівна,,"українська казкарка, письменниця та журналістка",https://uk.wikipedia.org/wiki/Кічура_Леся_Володимирівна,"кічура леся володимирівна українська казкарка, письменниця та журналістка ",Казкарка письменниця та журналістка,33,1.0,-3.8969336,7.4892964,33
Коваленко Олексій Олександрович,Малокатеринівка,"льотчик, учасник російсько-української війни",https://uk.wikipedia.org/wiki/Коваленко_Олексій_Олександрович_(Герой_України),"коваленко олексій олександрович льотчик, учасник російсько-української війни ",Льотчик учасник російсько-української війни,22,0.7760498375281726,22.849554,3.501117,22
Кольцова Олександра,Астраханська область,"українська співачка, журналістка, композиторка, поетеса, продюсерка та екоактивістка",https://uk.wikipedia.org/wiki/Кольцова_Олександра_Анатоліївна,"кольцова олександра українська співачка, журналістка, композиторка, поетеса, продюсерка та екоактивістка ",Співачка журналістка композиторка поетеса продюсерка та екоактивістка,27,1.0,-6.1459317,4.1619897,27
Конотовський Віталій Петрович,,український військовослужбовець,https://uk.wikipedia.org/wiki/Конотовський_Віталій_Петрович,конотовський віталій петрович український військовослужбовець ,Військовослужбовець,0,1.0,35.996895,-45.89827,0
Копитін Ігор Володимирович,Легниця,"український підприємець, Народний депутат України 9-го скликання",https://uk.wikipedia.org/wiki/Копитін_Ігор_Володимирович,"копитін ігор володимирович український підприємець, народний депутат україни 9-го скликання ",Підприємець Народний депутат України 9-го скликання,6,0.5835755698792863,29.383514,22.83189,6
Кривобок Юрій Петрович,,український військовослужбовець,https://uk.wikipedia.org/wiki/Кривобок_Юрій_Петрович,"кривобок юрій петрович український військовослужбовець кривобок юрій петрович (19 травня 1981 — 04 жовтня 2022) — солдат збройних сил україни, учасник російсько-української війни, який загинув під час російського вторгнення в україну.",Військовослужбовець,0,1.0,36.30247,-48.954098,0
Кроковець Олександр Володимирович,,"український військовослужбовець, Герой України",https://uk.wikipedia.org/wiki/Кроковець_Олександр_Володимирович,"кроковець олександр володимирович український військовослужбовець, герой україни олекса́ндр володи́мирович крокове́ць — сержант збройних сил україни, учасник російсько-української війни, що відзначився в ході російського вторгнення в україну. герой україни (2024).",Військовослужбовець Герой України,3,1.0,32.18326,8.6997,3
Кудлак Віталій Ярославович,,"український громадсько-політичний діяч, педагог",https://uk.wikipedia.org/wiki/Кудлак_Віталій_Ярославович,"кудлак віталій ярославович український громадсько-політичний діяч, педагог віталій ярославович кудлак (нар. 28 грудня 1981, с. клебанівка, україна) — український громадсько-політичний діяч, педагог. кандидат економічних наук (2008). голова шумської рда (з 30 січня 2020 до 12 лютого 2021), кременецької рда (з 12 лютого 2021).",Громадсько-політичний діяч педагог,44,1.0,10.425044,11.399443,44
Кулеба Дмитро Іванович,Суми,"український дипломат, міністр закордонних справ України",https://uk.wikipedia.org/wiki/Кулеба_Дмитро_Іванович,"кулеба дмитро іванович український дипломат, міністр закордонних справ україни (2020–2024) дмитро́ іва́нович куле́ба (нар. 19 квітня 1981, суми, українська рср, срср) — український державний діяч та дипломат, колишній міністр закордонних справ україни (4.03.2020 — 05.09.2024), член рнбо (2020—2024). 
колишній віцепрем'єр-міністр україни з питань європейської і євроатлантичної інтеґрації при уряді олексія гончарука, постійний представник україни...",Дипломат міністр закордонних справ України,28,0.4665109690136914,16.25434,8.297992,28
Лаврик Станіслав Людвігович,Заліщики,український військовослужбовець,https://uk.wikipedia.org/wiki/Лаврик_Станіслав_Людвігович,"лаврик станіслав людвігович український військовослужбовець лаврик станіслав людвігович (14 серпня 1981, м. заліщики, нині україна — 20 жовтня 2014) — український військовослужбовець 24 омбр збройних сил україни, учасник російсько-української війни. почесний громадянин тернопільської області (2022, посмертно).",Військовослужбовець,0,1.0,37.31627,-48.773052,0
Лазарева Тетяна Вікторівна,Торецьк,українська борчиня вільного стилю,https://uk.wikipedia.org/wiki/Лазарєва_Тетяна_Вікторівна,"лазарева тетяна вікторівна українська борчиня вільного стилю лазарева тетяна вікторівна (нар. 4 липня 1981(19810704), м. торецьк, донецька область) — українська борчиня вільного стилю, багаторазовий призер чемпіонатів світу, чемпіонка європи (2001, 2002), заслужений майстер спорту україни.",Борчиня вільного стилю,4,1.0,11.10104,-22.068071,4
Лариса Олійник,Санта-Клара,американська акторка українського походження,https://uk.wikipedia.org/wiki/Лариса_Олійник,"лариса олійник американська акторка українського походження лари́са олійник (англ. larisa oleynik; нар. 7 червня 1981(19810607), санта-клара, каліфорнія, сша) — американська акторка українського походження. підліткова зірка 1990-х років.",Американська акторка українського походження,16,0.9306796039133122,-4.4101396,16.356768,16
Леончук Марина,,українська журналістка й телеведуча,https://uk.wikipedia.org/wiki/Леончук_Марина_Миколаївна,"леончук марина українська журналістка й телеведуча мари́на миколаївна леончу́к — українська телеведуча, журналістка.",Журналістка й телеведуча,33,0.8828933195432643,-4.6763973,6.319502,33
Ложкіна Аліса В'ячеславівна,Київ,"українська художниця, письменниця та критикиня",https://uk.wikipedia.org/wiki/Ложкіна_Аліса_В'ячеславівна,"ложкіна аліса в'ячеславівна українська художниця, письменниця та критикиня аліса в’ячеславівна ложкіна (нар. 24 липня 1981(1981-07-24) , київ ) — українсько-американська художниця, мистецтвознавиця, кураторка, культурологиня, мистецька критикиня, журналістка та письменниця, яка мешкає в каліфорнії. відома своїми дослідженнями модерного та сучасного мистецтва, а також активною участю в міжнародному дискурсі про українське мистецтво...",Художниця письменниця та критикиня,29,1.0,-6.6839705,-2.5565755,29
Любов Загоровська,Івано-Франківськ,"українська журналістка, письменниця",https://uk.wikipedia.org/wiki/Любов_Загоровська,"любов загоровська українська журналістка, письменниця любов загоровська (* 15 березня 1981, івано-франківськ)  — українська письменниця, журналістка. закінчила філологічний факультет прикарпатського національного університету ім. в.стефаника. після закінчення працювала в обласній науковій бібліотеці ім. і. франка, потім журналісткою місцевих змі. авторка поетичної книги «назустріч вітру», яка була відзначена...",Журналістка письменниця,33,1.0,-1.8969269,6.5068417,33
Любота Дмитро Валерійович,Харків,"український підприємець, Народний депутат України 9-го скликання",https://uk.wikipedia.org/wiki/Любота_Дмитро_Валерійович,"любота дмитро валерійович український підприємець, народний депутат україни 9-го скликання дмитро валерійович любота (нар. 9 січня 1981, м. харків) — український підприємець, політик. народний депутат україни 9-го скликання.",Підприємець Народний депутат України 9-го скликання,6,0.5835755698792863,29.558332,22.953224,6
Максімов Тарас Вікторович,,український військовослужбовець,https://uk.wikipedia.org/wiki/Максімов_Тарас_Вікторович,"максімов тарас вікторович український військовослужбовець тара́с ві́кторович максі́мов — полковник збройних сил україни, учасник російсько-української війни. командир 155-ї окремої механізованої бригади (2024—2026), командир 14-ї окремої механізованої бригади (з 2026).",Військовослужбовець,0,0.9284611701651259,34.05984,-46.670937,0
Манько Валентин Миколайович,,"український військовослужбовець, Герой України",https://uk.wikipedia.org/wiki/Манько_Валентин_Миколайович,"манько валентин миколайович український військовослужбовець, герой україни валентин миколайович манько (нар. 29 січня 1981, с. григорівка, васильківський район, дніпропетровська область, урср) — український військовий діяч, полковник зсу, герой україни (2024), громадський діяч, підприємець. набув широкої медійної відомості завдяки участі у бойових діях на донбасі у 2014—2015 роках, керівництву низкою добровольчих формувань...",Військовослужбовець Герой України,3,1.0,31.738234,8.432506,3
Маркович Олег Васильович,Новосілка,український військовослужбовець,https://uk.wikipedia.org/wiki/Маркович_Олег_Васильович,"маркович олег васильович український військовослужбовець олег васильович маркович (27 квітня 1981, с. новосілка, тернопільська область — 9 липня 2022, м. часів яр, донецька область) — український військовослужбовець, солдат 24 омбр збройних сил україни, учасник російсько-української війни. кавалер ордена «за мужність» iii ступеня (2023, посмертно).",Військовослужбовець,0,1.0,35.09525,-45.93655,0
Молдун Іван Володимирович,,український військовослужбовець,https://uk.wikipedia.org/wiki/Молдун_Іван_Володимирович,молдун іван володимирович український військовослужбовець іва́н володи́мирович молдун (* 1981) — український військовик; учасник російсько-української війни. призер ігор нескорених-2023.,Військовослужбовець,0,1.0,36.319427,-48.47631,0
Мордас Володимир Васильович,,український військовослужбовець,https://uk.wikipedia.org/wiki/Мордас_Володимир_Васильович,"мордас володимир васильович український військовослужбовець володимир васильович мордас (1981 — 24 травня 2022, біля с. ниркове, попаснянський район, луганська область, україна) — український військовослужбовець, старший солдат збройних сил україни, учасник російсько-української війни.",Військовослужбовець,0,1.0,36.05675,-46.516106,0
Мочков Олександр Борисович,Хмільник,"український політик, народний депутат",https://uk.wikipedia.org/wiki/Мочков_Олександр_Борисович,"мочков олександр борисович український політик, народний депутат олександр борисович мочков (нар. 27 травня 1981) — політик, тричі депутат масандрівської селищної ради, народний депутат україни vii скликання. 
кандидат наук з державного управління. державний службовець першого рангу.",Політик народний депутат,28,0.8059679764918436,18.29111,10.54103,28
Музика Катерина Миколаївна,Нововолинськ,"доктор технічних наук, професор кафедри біомедичної інженерії Харківського національного університету радіоелектроніки",https://uk.wikipedia.org/wiki/Музика_Катерина_Миколаївна,"музика катерина миколаївна доктор технічних наук, професор кафедри біомедичної інженерії харківського національного університету радіоелектроніки. музика катерина миколаївна (нар. 17 квітня 1981, м. нововолинськ, волинська область, урср) — доктор технічних наук (2016), професор кафедри біомедичної інженерії харківського національного університету радіоелектроніки.",Доктор технічних наук професор кафедри біомедичної інженерії Харківського національного університету радіоелектроніки,32,1.0,11.224666,1.1159093,32
Ніколаєнко Олександра Вікторівна,Будапешт,"українська топ-модель, телеведуча та акторка",https://uk.wikipedia.org/wiki/Ніколаєнко_Олександра_Вікторівна,"ніколаєнко олександра вікторівна українська топ-модель, телеведуча та акторка олекса́ндра вíкторівна нікола́єнко-раффін (3 липня 1981, будапешт, угорщина) — українська топ-модель, телеведуча та акторка. володарка титулів міс одеса-2001, міс україна — південь-2001, переможниця національного xi конкурсу краси міс україна-2001. фіналістка конкурсів міс світ-2001, міс американська мрія-2001, «міс туризм інтернешнл-2002». засновниця...",Топ-модель телеведуча та акторка,27,0.9116988894885963,-9.006764,3.2733989,27
